reqrate,prefixlen,relay,total_time,throughput,avg_latency,avg_per_token_latency,avg_per_output_token_latency,avg_time_to_fisrt_token
3.0,512.0,true,345.0746277801227,2.897923867753,5.062342256997712,0.011387014010266185,0.02190704203991917,-1955429.7906669616
4.0,512.0,true,263.86656608618796,3.7897942692495774,6.0237189935655335,0.013552122089642609,0.025827108990493994,-1839179.0828937115
5.0,512.0,true,216.14021880412474,4.626626203734167,7.269788072802126,0.016437675575509996,0.031056353423867693,-1955783.0347466096
6.0,512.0,true,185.61826268886216,5.387400924424254,8.984298980229301,0.020331958023833797,0.03823414569376087,-1839787.3015044227
7.0,512.0,true,175.15719282394275,5.709157493778394,14.409355367082403,0.03502534390003199,0.10062754591463946,-1840029.4862231908
8.0,512.0,true,174.12602214701474,5.742967005561634,21.955892795671478,0.06322328318961647,0.2867707498971493,-1840264.5054883931
9.0,512.0,true,171.9213010990061,5.816614890694201,27.159561515702634,0.08321111183360903,0.42429270568736704,-1841568.6327947464
10.0,512.0,true,172.7630861790385,5.788273537575476,32.86301254208875,0.1049329434692411,0.5698677829336013,-1956025.7313796906
11.0,512.0,true,177.5510584099684,5.632182702572142,39.11430497773644,0.1280937631498812,0.7252751966630443,-1956281.708207838
12.0,512.0,true,172.00847569201142,5.8136670066802,40.13977511489368,0.13287298967515404,0.7621636644587508,-1956542.4037236888
13.0,512.0,true,172.67644424294122,5.791177855116614,43.90527439761744,0.14741664856508016,0.8574135133762045,-1956790.9491359172
14.0,512.0,true,172.303990655113,5.803696108244059,46.15831621139869,0.1561531797076564,0.914135677387615,-1957037.2800434371
15.0,512.0,true,184.899014956085,5.408357639101041,55.63514331673528,0.1903045714635009,1.1411979219069415,-1957283.5962916135
16.0,512.0,true,176.1162451240234,5.67806791074717,51.12500649527809,0.17445277160807826,1.0386930936073118,-1957545.5526105769
6.0,1024.0,true,187.68072639685124,5.328197621558104,9.715655999768758,0.022000926046405026,0.04124901013557345,-1954094.9069303689
7.0,1024.0,true,183.56822632416151,5.4475658452683895,18.20149564101547,0.048270795037508335,0.17989548445447537,-1846595.0712660924
8.0,1024.0,true,176.49813736695796,5.6657821715188765,22.25128789657005,0.06402705298666601,0.2912366841668758,-1954337.1374456128
9.0,1024.0,true,173.4910705408547,5.763985413673,28.181086543171435,0.08694378633240861,0.44644324311065603,-1847084.736652371
10.0,1024.0,true,176.48857499915175,5.666089150557232,34.59490248944773,0.11122474860535948,0.6079350626418085,-1954573.2183484677
11.0,1024.0,true,173.60226055490784,5.760293655183797,37.29024328956497,0.121700516531276,0.6858912287931571,-1847564.045802639
12.0,1024.0,true,181.51789670297876,5.5090986517782286,43.393379067431205,0.1439640663356344,0.8301831726245972,-1952243.2781906836
13.0,1024.0,true,173.74666490289383,5.755506159262943,43.83238800642104,0.14690610081378752,0.8530804472262968,-1952505.6553106199
14.0,1024.0,true,175.1839552000165,5.70828532132551,47.225267970995745,0.1598792793064621,0.9396230110637067,-1952757.4604655763
15.0,1024.0,true,172.5520817239303,5.795351699088284,48.35721014360338,0.1646097260280402,0.973376148837631,-1953006.7308484179
16.0,1024.0,true,172.42927564494312,5.799479214070034,50.275194669893246,0.17205901010811944,1.0234178197148236,-1953252.840415728
6.0,2048.0,true,190.88399614207447,5.238783869841569,11.044143119855319,0.02502427730333789,0.04661648044986657,-1850070.7016375232
7.0,2048.0,true,184.05404914496467,5.4331866353691565,18.113537988679717,0.047930789967369804,0.17887890151785965,-1850326.3279291636
8.0,2048.0,true,179.44343465589918,5.572786777725251,23.843464219724062,0.06975170149756717,0.32593300266676106,-1850573.5086680632
9.0,2048.0,true,177.9996793968603,5.617987646879092,29.909106227316194,0.09302744135580222,0.48448176001657633,-1850815.016299764
10.0,2048.0,true,176.89604397397488,5.653037668536674,34.625046279376605,0.11128262336758554,0.6102189219975336,-1851060.8555715892
11.0,2048.0,true,205.84120216104202,4.858113873711442,47.82442943403288,0.15800113842887598,0.9087625416374726,-1851305.5879184746
12.0,2048.0,true,177.9308467588853,5.620160968238989,42.83185423891921,0.14251180844267894,0.8218896449832964,-1851581.3251200418
13.0,2048.0,true,176.0263673500158,5.6809670906380285,45.064791073566305,0.15135951570106632,0.8820304964181459,-1851825.5310295816
14.0,2048.0,true,174.87030288088135,5.718523863261007,47.1166534986801,0.1595630341430837,0.9377058686333312,-1852071.686673981
15.0,2048.0,true,177.4599690681789,5.63507367464832,50.076409301023,0.17051776118060677,1.01062523108793,-1852315.8732893167
16.0,2048.0,true,179.4357615930494,5.5730250821903935,53.47932219193038,0.18363855526267053,1.0955054024053392,-1852564.3353201582
12.0,512.0,false,303.1908235740848,3.2982528567710747,107.3006653156674,0.40319149460673454,2.567121587435814,-1856689.2037508136
11.0,512.0,false,280.78943491191603,3.5613875583093115,92.29860277076484,0.34647121906161576,2.187432820439441,-1857072.9289604106
10.0,512.0,false,278.21555200312287,3.5943353734185766,86.93233082484127,0.32537536112530907,2.0471647650041036,-1857428.6882849117
9.0,512.0,false,283.56442104210146,3.5265355093738213,83.72527712125937,0.3117870101988968,1.9563934108517727,-1857782.8365197778
8.0,512.0,false,281.7589009881485,3.5491336617687277,75.97016675213794,0.28109808311281426,1.7515280741354922,-1858149.250641098
6.0,512.0,false,302.54207624704577,3.3053253696303497,61.955476387586444,0.22300245220814022,1.3617088217965492,-1858871.1169002475
4.0,512.0,false,285.7795212029014,3.4992010476846143,18.164251692978432,0.051540139040620755,0.21957793010053417,-1859289.3564715371
2.0,512.0,false,513.7256839461625,1.9465641513551388,6.114848401708994,0.014839571896381678,0.03136271403589797,-1859772.0914845762
5.0,512.0,false,298.7183981470298,3.3476344483736753,44.47107685380336,0.15423449642687087,0.9043171660166237,-1860268.5545827032
3.0,512.0,false,347.308311605826,2.879286117214896,7.696945748190163,0.01743437511316724,0.034049871147429134,-1860705.0457769819
3.0,1024.0,false,409.974911514204,2.439173646764368,39.07931187548069,0.13626250297568915,0.7858460344715684,-1861403.1239076112
2.0,1024.0,false,513.2874470918905,1.9482260976099355,8.051462302356027,0.01842914270932366,0.039080265904158994,-1861968.2151590816
1.0,1024.0,false,1014.205507586943,0.9859934623893519,4.905888133388711,0.011321153682256706,0.02443436625617446,-1862804.0836871825
4.0,1024.0,false,408.29520285502076,2.4492083007771326,79.22635434224945,0.2966795778761077,1.8543063087179485,-1864192.2636265696
3.0,2048.0,false,681.3535871161148,1.4676667429499892,177.01260542283464,0.6897486970531518,4.472490261171794,-1864827.1291122604
2.0,2048.0,false,684.24147561891,1.4614723538871712,94.780170622373,0.36021309837283433,2.2807366728417295,-1865661.3264445367
1.0,2048.0,false,1023.782123344019,0.9767703275904657,7.323351384954061,0.017556155491651765,0.039090065723454546,-1866669.7725903732
1.5,2048.0,false,697.8625666238368,1.4329468978940405,20.521197639713296,0.06363995967220695,0.2996737514072874,-1868553.6615373683
5.0,2048.0,promptcache,350.4730323920958,2.853286580067702,70.84977429137868,0.2286564806407582,1.2517700033251145,-1930432.9325584392
4.0,2048.0,promptcache,354.35947637981735,2.821993107722504,49.91087613472459,0.14779311823560437,0.7055781591978689,-1930885.543282527
3.0,2048.0,promptcache,371.8798853890039,2.689040303844218,20.5282839729134,0.04648573456650228,0.08549129649258587,-1931356.8837387718
2.0,2048.0,promptcache,520.1020754261408,1.922699499287057,10.19101125585963,0.023218415789842774,0.043101244141222676,-1931885.6392233048
1.5,2048.0,promptcache,686.1752602639608,1.457353620728494,7.626171118460363,0.017178031495559944,0.03353731208862788,-1932569.3494428734
1.0,2048.0,promptcache,1015.8438917370513,0.9844032219261969,5.812564780749148,0.013130752130153975,0.02614631120194091,-1933504.3655256017
5.0,1024.0,promptcache,262.9925627410412,3.8023888948702407,29.61637103190017,0.08200940151225021,0.33963622950107797,-1934192.845676626
4.0,1024.0,promptcache,277.8642260879278,3.5988799784667433,14.355301132525318,0.03251501571435073,0.05998819566566178,-1934554.2457948776
3.0,1024.0,promptcache,350.5404754448682,2.85273761533788,8.87609144585603,0.019972498084807326,0.03756354015177031,-1934948.1633827898
2.0,1024.0,promptcache,518.3306323389988,1.9292705034380055,6.199680656521581,0.013956980682038045,0.026460896782248697,-1935456.463079
1.5,1024.0,promptcache,679.6131684640422,1.471425284857336,5.321369055231335,0.012007455396478009,0.022972388165190837,-1936140.3020456377
1.0,1024.0,promptcache,1016.5590176940896,0.983710716834079,4.7414051653642675,0.010764048839167789,0.021292657629319447,-1937075.0438429785
5.0,512.0,promptcache,225.9271017140709,4.426206472854156,13.004917512790533,0.02943737885030063,0.054381582278545365,-1937768.2839768392
