reqrate,prefixlen,relay,total_time,throughput,avg_latency,avg_per_token_latency,avg_per_output_token_latency,avg_time_to_fisrt_token
16.0,1024.0,true,202.36850130697712,4.941480485063624,62.321548325768205,0.20532079046785506,1.1443927338382787,-3436221.640831811
16.0,512.0,false,336.21032646344975,2.974328630886691,134.5598442214243,0.5025859197250002,3.156843786103158,-3435937.747458042
2.0,256.0,false,516.5880575133488,1.9357783933558312,7.8523371244864535,0.017707693935848305,0.03468253990672909,-6797771.520601587
10.0,2048.0,true,207.78619022481143,4.812639371837289,47.953622324186846,0.14957784361002754,0.7781950141125284,-3436215.341562232
10.0,1024.0,true,208.19976412132382,4.80307940895299,47.56924031505268,0.14802767901373742,0.7693356362338705,-6797277.653532543
12.0,2048.0,true,210.3574763769284,4.753812496819239,56.4920968594104,0.181331335009915,0.98743806467716,-6797562.758407523
14.0,2048.0,true,206.46381349302828,4.843463767725899,61.24288680915441,0.2003635937036114,1.114375922646716,-3435943.8398939935
12.0,2048.0,false,843.4544231961481,1.185600516754237,386.4072326249089,1.5163418914285383,9.889729582123051,-3436002.55053945
16.0,64.0,false,204.67185147618875,4.885869711870656,65.24099337429088,0.21905261459079015,1.2528735065848595,-3436348.9772384637
14.0,2048.0,false,837.5256350198761,1.1939933038303576,388.4986816438986,1.5248561024910372,9.949054258751657,-3436059.02633941
8.0,512.0,true,203.0175639842637,4.925682194066283,34.277070515825876,0.09853964149429782,0.4512013196512831,-3435968.91576016
8.0,256.0,false,263.94745807209983,3.7886328108787475,65.98972019837377,0.22474216447029272,1.30642370441098,-3436248.677682408
12.0,64.0,false,205.18895208416507,4.873556738034399,55.49091448605526,0.1811159391919164,1.0020941266637846,-3436495.5049605803
16.0,256.0,false,255.89546709228307,3.9078456971626307,92.26939221882168,0.3304909213288706,2.0191363385055046,-6797597.873177713
