reqrate,prefixlen,relay,total_time,throughput,avg_latency,avg_per_token_latency,avg_per_output_token_latency,avg_time_to_fisrt_token
2.0,512.0,true,521.9757259353064,1.9157979007704657,9.769139895505738,0.02191992075778523,0.041897013868587026,-2256413.8646835117
3.0,512.0,true,363.5088670006953,2.7509645314871705,14.727680423228536,0.033239940229768776,0.062329700223138565,-2256904.552885234
4.0,512.0,true,298.90501782204956,3.345544371541267,21.703923834439834,0.04908557878976485,0.09117361070407073,-2257278.887911859
5.0,512.0,true,286.87743242271245,3.485809223663523,37.25886559006572,0.09820821737924358,0.3698860133455063,-2257604.691197684
6.0,512.0,true,284.50787247298285,3.5148412284969757,51.76756025201967,0.15154357394768833,0.7199926556036405,-2257932.1121169063
7.0,512.0,true,295.9896079697646,3.378496991361096,67.26737654584088,0.20881636017270772,1.082716159543729,-2258255.383781727
8.0,512.0,true,288.56275035161525,3.4654507512889126,72.6737495730347,0.23034861263284764,1.2341557102453977,-2258592.663141555
2.0,1024.0,true,521.0786251076497,1.9190961820654413,10.085078587178607,0.022652935749420646,0.043269619922740546,-2261935.158187625
3.0,1024.0,true,362.9557171096094,2.755157042196442,14.599029719423502,0.03295602921581743,0.061745217153675654,-2262424.44344851
4.0,1024.0,true,299.70514982100576,3.3366126694760982,23.953313994598574,0.05430292964406803,0.10023617011140512,-2262798.5964911967
5.0,1024.0,true,294.2326680570841,3.398670877042076,40.05351931452472,0.10757409058407487,0.42529760893980256,-2263126.1183537734
6.0,1024.0,true,288.6524446979165,3.4643739153033337,52.82350925865117,0.15526349397421013,0.7335789651429261,-2263461.2029189826
7.0,1024.0,true,298.6693491842598,3.348184213516548,68.5205864662258,0.2131425819729,1.1096613748418067,-2263789.424623813
8.0,1024.0,true,292.25311832595617,3.4216914629621797,75.00124014994083,0.23850045708150042,1.2845066425353764,-2264130.0099813035
2.0,2048.0,true,524.0864755273797,1.9080820564845073,10.480784822113812,0.02348944604911079,0.044773774595399926,-2264665.417394969
