reqrate,prefixlen,relay,total_time,throughput,avg_latency,avg_per_token_latency,avg_per_output_token_latency,avg_time_to_fisrt_token
2.5,512.0,true,501.28504011197947,1.9948730163114685,49.6193035298686,0.18326505749006694,1.107586920209978,-1894543.8200886569
2.0,512.0,true,537.3494271959644,1.8609864445529836,20.524386499620743,0.0660370843665375,0.3135662118184872,-1895183.2936293627
1.5,512.0,true,697.1380360689946,1.4344361493152438,10.624008246118668,0.026942851580766793,0.07710053479448674,-1895885.5141055542
1.0,512.0,true,1019.298443706939,0.981066934982501,7.352026958279544,0.016617265613584103,0.03206406503152682,-1896826.356457522
2.5,1024.0,true,505.82229105196893,1.976978906801991,51.65083227720624,0.190696885553422,1.1605840910787435,-1897918.6908984538
2.0,1024.0,true,536.8333520679735,1.8627754705400283,18.813605579375523,0.05840863278173517,0.26968817927059124,-1898554.1613230559
1.5,1024.0,true,700.406509767985,1.4277422982993944,9.960046760369325,0.024641060654609113,0.06139625570500152,-1899253.1766959922
1.0,1024.0,true,1020.2736613941379,0.9801291926261869,7.51633140054089,0.016929492956106088,0.03268133680170932,-1900199.5181535864
2.5,2048.0,true,514.2467686939053,1.9445917035897393,56.79198687783512,0.21109210237562326,1.2934934662254314,-1901013.7095518438
2.0,2048.0,true,533.4025698401965,1.8747566220005139,17.19583812084445,0.053029107618822284,0.24511959680596074,-1901648.8905241971
1.5,2048.0,true,692.6298946889583,1.4437725077533268,9.80903508624062,0.02406663513683759,0.060594110429094614,-1902349.2088733083
1.0,2048.0,true,1030.0643002141733,0.9708131810723639,8.062386934920214,0.018419184669289,0.0371864487053014,-1903298.0927300754
2.0,512.0,false,775.8385329698212,1.2889279888846386,133.29926942796214,0.5170062367483627,3.3496443326409833,-1906106.5738372079
1.5,512.0,false,795.3903381668497,1.2572443390558625,56.20952655085642,0.20849573499411259,1.2863806518703513,-1907047.139968375
1.0,512.0,false,1020.0400486520957,0.9803536648599463,9.451372433378827,0.023414446566922546,0.060840383147187725,-1908105.7732790704
1.0,1024.0,false,1176.7895440631546,0.8497696168741053,92.1350237050166,0.355124758564458,2.259778884514464,-1909757.9355379322
0.5,1024.0,false,2022.446305270074,0.4944507042754155,8.200467553933617,0.019167894594012552,0.04406268679013484,-1911512.8676145591
1.0,2048.0,false,1968.3200854749884,0.5080474498936403,489.68437909236945,1.9488508070260504,12.889244784466955,-1913109.9766879063
0.5,2048.0,false,2029.1444310669322,0.49281854198727293,30.501822166109225,0.11310155375873804,0.6207598490714101,-1915665.7504015942
