nreqs,ctxlen,outlen,prefixlen,backend,req_per_sec,process_tok_per_sec,generate_tok_per_sec
1000,64,128,512,vllm+pc,5.336115261305446,3756.6251439590337,683.0227534470971
1000,64,128,1024,vllm+pc,4.039504640785266,4912.0376431948835,517.056594020514
1000,64,128,2048,vllm+pc,2.727857154652772,6110.4000264222095,349.16571579555483
1000,64,128,256,vllm+pc,6.264640237099779,2806.558826220701,801.8739503487717
1000,64,128,128,vllm+pc,6.908853525184166,2210.833128058933,884.3332512235733
1000,64,128,64,vllm+pc,7.265821283984548,1860.0502487000442,930.0251243500221
1000,128,256,512,vllm+pc,2.0127567787488974,1803.430073759012,515.2657353597177
1000,128,256,1024,vllm+pc,1.6171376130764077,2276.929759211582,413.98722894756037
1000,128,256,2048,vllm+pc,1.1607005251608467,2822.823677191179,297.13933444117674
1000,128,256,256,vllm+pc,2.285087430011362,1462.4559552072717,584.9823820829087
1000,128,256,128,vllm+pc,2.452461354506581,1255.6602135073695,627.8301067536847
1000,128,256,64,vllm+pc,2.543049712707213,1139.2862712928315,651.0207264530466
1000,256,512,512,vllm+pc,0.6669631465630099,853.7128276006528,341.4851310402611
1000,256,512,1024,vllm+pc,0.5701910038827578,1021.782278957902,291.937793987972
1000,256,512,2048,vllm+pc,0.4410155512655341,1241.899792363744,225.79996224795346
1000,256,512,256,vllm+pc,0.7282587505673062,745.7369605809215,372.86848029046075
1000,256,512,128,vllm+pc,0.7630761210641338,683.7162044734639,390.6949739848365
1000,256,512,64,vllm+pc,0.7810183520667462,649.8072689195328,399.88139625817405
1000,64,128,512,vllm+,7.585101156489651,5339.911214168715,970.8929480306754
1000,64,128,512,vllm,2.106342295646002,1482.8649761347854,269.61181384268826
1000,64,128,1024,vllm+,7.555735935851399,9187.774897995301,967.1341997889791
1000,64,128,1024,vllm,1.253511696590963,1524.270223054611,160.44949716364326
1000,64,128,2048,vllm+,7.370258671379167,16509.379423889335,943.3931099365334
1000,64,128,2048,vllm,0.6854883375304812,1535.4938760682778,87.7425072039016
1000,64,128,64,vllm+,7.750751673002738,1984.192428288701,992.0962141443505
1000,64,128,64,vllm,6.305781222492182,1614.2799929579985,807.1399964789993
1000,64,128,128,vllm+,7.73825324414926,2476.241038127763,990.4964152511053
1000,64,128,128,vllm,4.978092375036637,1592.9895600117236,637.1958240046895
1000,64,128,256,vllm+,7.7104740916336505,3454.292393051875,986.9406837291073
1000,64,128,256,vllm,3.408460913261639,1526.9904891412143,436.2829968974898
1000,128,256,512,vllm+,2.6261094222486325,2352.994042334775,672.2840120956499
1000,128,256,512,vllm,1.1401867778121688,1021.6073529197033,291.8878151199152
1000,128,256,1024,vllm+,2.590655001013556,3647.6422414270864,663.2076802594703
1000,128,256,1024,vllm,0.7017881696631545,988.1177428857216,179.65777143376755
1000,128,256,2048,vllm+,2.5327097976511492,6159.550227887596,648.3737081986942
1000,128,256,2048,vllm,0.39462714245796304,959.7332104577661,101.02454846923854
1000,128,256,64,vllm+,2.656915906838492,1190.2983262636444,680.170472150654
1000,128,256,64,vllm,2.4285094908882607,1087.9722519179409,621.6984296673947
1000,128,256,128,vllm+,2.6524781179750585,1358.06879640323,679.034398201615
1000,128,256,128,vllm,2.0370307143958204,1042.95972577066,521.47986288533
1000,128,256,256,vllm+,2.6428890370065137,1691.4489836841688,676.5795934736675
1000,128,256,256,vllm,1.5657515360785008,1002.0809830902406,400.8323932360962
1000,256,512,512,vllm+,0.794144027615788,1016.5043553482085,406.60174213928343
1000,256,512,512,vllm,0.49289591529082666,630.9067715722581,252.36270862890325
1000,256,512,1024,vllm+,0.7860346932511149,1408.574170305998,402.4497629445708
1000,256,512,1024,vllm,0.33441700484667924,599.2752726852492,171.22150648149977
1000,256,512,2048,vllm+,0.7716183415904722,2172.87724991877,395.06859089432174
1000,256,512,2048,vllm,0.204111950966649,574.7792539220836,104.50531889492429
1000,256,512,64,vllm+,0.8018045128432912,667.1013546856183,410.5239105757651
1000,256,512,64,vllm,0.8010932541074972,666.5095874174376,410.1597461030386
1000,256,512,128,vllm+,0.8007614133431772,717.4822263554868,409.9898436317067
1000,256,512,128,vllm,0.737873264947996,661.1344453934045,377.79111165337395
1000,256,512,256,vllm+,0.7991126149123785,818.2913176702756,409.1456588351378
