nreqs,ctxlen,outlen,prefixlen,backend,req_per_sec,process_tok_per_sec,generate_tok_per_sec
1000,256,512,1024,vllm,2.0992220163071025,3761.805853222327,1074.8016723492365
1000,64,128,256,vllm+,34.93824260037321,15652.332684967198,4472.095052847771
1000,256,256,512,vllm,5.414244131445132,5544.185990599815,1386.0464976499538
1000,64,128,512,vllm+,35.57257417563006,25043.092219643564,4553.289494480648
1000,64,128,128,vllm+,35.417460305084994,11333.587297627198,4533.434919050879
1000,256,512,256,vllm,3.642762844974783,3730.1891532541777,1865.0945766270888
1000,256,512,128,vllm,4.199615300519382,3762.8553092653665,2150.2030338659238
1000,256,256,512,vllm+,10.740292230662991,10998.059244198903,2749.5148110497257
1000,128,256,256,vllm,8.618641979226613,5515.930866705032,2206.372346682013
1000,256,256,64,vllm,9.51282187886589,5479.385402226752,2435.2824009896676
1000,256,512,2048,vllm+,4.828479094894395,13596.997131222617,2472.1812965859303
1000,128,256,2048,vllm+,14.348397485818555,34895.302685510724,3673.18975636955
1000,128,256,512,vllm,6.062526219541667,5432.023492709333,1552.0067122026667
1000,256,512,128,vllm+,5.055229811775062,4529.485911350455,2588.2776636288318
1000,64,128,128,vllm,23.865978346312517,7637.113070820005,3054.845228328002
1000,64,128,2048,vllm,3.467648486051887,7767.532608756227,443.8590062146415
1000,256,512,1024,vllm+,4.884332505474834,8752.723849810902,2500.778242803115
1000,256,512,512,vllm+,4.9472569943900035,6332.488952819204,2532.995581127682
1000,256,512,256,vllm+,4.997602514389234,5117.544974734576,2558.772487367288
1000,256,256,1024,vllm+,10.651044526115585,16360.00439211354,2726.66739868559
1000,256,256,2048,vllm,2.2464175488862423,5750.82892514878,575.082892514878
1000,256,256,2048,vllm+,10.52922066281921,26954.804896817175,2695.4804896817177
1000,256,512,64,vllm+,4.989132705089216,4150.958410634227,2554.4359450056786
1000,128,256,128,vllm+,14.733582570821879,7543.594276260802,3771.797138130401
1000,256,256,128,vllm+,10.936085951274372,6999.095008815598,2799.638003526239
1000,128,256,128,vllm,11.34756725236569,5809.954433211234,2904.977216605617
1000,64,128,1024,vllm+,34.76407728958443,42273.11798413467,4449.801893066807
1000,256,512,512,vllm,3.014163294326065,3858.1290167373627,1543.2516066949452
1000,256,512,64,vllm,4.541418246293467,3778.459980916164,2325.206142102255
1000,256,512,2048,vllm,1.3139239629670527,3700.0098797152204,672.729069039131
1000,128,256,256,vllm+,14.81386696354132,9480.874856666445,3792.349942666578
1000,64,128,64,vllm+,35.936638201791006,9199.779379658497,4599.889689829249
1000,256,256,1024,vllm,3.7505513674543347,5760.846900409859,960.1411500683097
1000,64,128,64,vllm,28.439131976835398,7280.417786069862,3640.208893034931
1000,128,256,1024,vllm+,14.722781586130479,20729.676473271717,3769.0320860494026
1000,64,128,512,vllm,10.816891834342425,7615.091851377067,1384.5621547958303
1000,256,256,128,vllm,8.636124461026606,5527.119655057028,2210.847862022811
1000,256,256,256,vllm+,10.849311445392445,8332.271190061398,2777.423730020466
1000,128,256,64,vllm+,15.033326418081199,6734.930235300377,3848.531563028787
1000,128,256,2048,vllm,2.339610723582282,5689.93327975211,598.9403452370642
1000,128,256,64,vllm,12.976519647936867,5813.480802275716,3321.989029871838
1000,256,256,64,vllm+,11.037658004006502,6357.691010307745,2825.6404490256646
1000,64,128,2048,vllm+,33.48195928055326,74999.5887884393,4285.690787910818
1000,256,256,256,vllm,7.112861470779796,5462.677609558883,1820.8925365196278
1000,64,128,256,vllm,17.82040112426478,7983.539703670623,2281.011343905892
1000,128,256,1024,vllm,4.0676338190542385,5727.228417228368,1041.314257677885
1000,128,256,512,vllm+,14.856345435019492,13311.285509777465,3803.22443136499
1000,64,128,1024,vllm,6.550662737004435,7965.605888197393,838.4848303365677
