nreqs,ctxlen,outlen,prefixlen,backend,req_per_sec,process_tok_per_sec,generate_tok_per_sec
1000,64,128,512,vllm+,27.411766316270842,19297.883486654675,3508.706088482668
1000,64,128,512,vllm,8.32530016808109,5861.011318329088,1065.6384215143796
1000,64,128,1024,vllm+,27.036119578820237,32875.92140784541,3460.6233060889904
1000,64,128,1024,vllm,4.902540559404788,5961.489320236223,627.5251916038129
1000,64,128,2048,vllm+,24.207441144900745,54224.66816457767,3098.5524665472954
1000,64,128,2048,vllm,2.518781113743422,5642.069694785265,322.403982559158
1000,64,128,64,vllm+,27.771331627417517,7109.460896618884,3554.730448309442
1000,64,128,64,vllm,20.90746274652322,5352.310463109944,2676.155231554972
1000,64,128,128,vllm+,27.798575943239037,8895.544301836491,3558.2177207345967
1000,64,128,128,vllm,16.525748635890714,5288.239563485028,2115.2958253940114
1000,64,128,256,vllm+,27.441676924226375,12293.871262053415,3512.534646300976
1000,64,128,256,vllm,12.63733692837708,5661.5269439129315,1617.5791268322662
1000,128,256,512,vllm+,9.52033520494388,8530.220343629717,2437.2058124656332
1000,128,256,512,vllm,4.068633489574872,3645.4956066590858,1041.5701733311673
1000,128,256,1024,vllm+,8.851750336140093,12463.26447328525,2266.0480860518637
1000,128,256,1024,vllm,2.81321802603199,3961.0109806530413,720.1838146641894
1000,128,256,2048,vllm+,9.060772607182445,22035.798980667707,2319.557787438706
1000,128,256,2048,vllm,1.5842749221322294,3852.956610625582,405.57438006585073
1000,128,256,64,vllm+,9.50788738775647,4259.533549714899,2434.0191712656565
1000,128,256,64,vllm,8.393121925656143,3760.1186226939517,2148.6392129679725
1000,128,256,128,vllm+,9.507337851643202,4867.756980041319,2433.8784900206597
1000,128,256,128,vllm,7.61794227291879,3900.3864437344205,1950.1932218672102
1000,128,256,256,vllm+,9.412517610657623,6024.011270820879,2409.6045083283516
1000,128,256,256,vllm,5.88595565191406,3767.011617224998,1506.8046468899993
1000,256,512,512,vllm+,3.168631649014614,4055.848510738706,1622.3394042954824
1000,256,512,512,vllm,2.0219244379856107,2588.0632806215817,1035.2253122486327
1000,256,512,1024,vllm+,3.026136448530143,5422.836515766016,1549.3818616474332
1000,256,512,1024,vllm,1.3538922169280136,2426.1748527350005,693.192815067143
1000,256,512,2048,vllm+,3.213834295906361,9050.157377272313,1645.4831595040569
1000,256,512,2048,vllm,0.8501304732424557,2393.9674126507553,435.26680230013733
1000,256,512,64,vllm+,3.2784126638580835,2727.6393363299258,1678.5472838953388
1000,256,512,64,vllm,3.1430598989820506,2615.0258359530662,1609.24666827881
1000,256,512,128,vllm+,3.3202860158865604,2974.9762702343583,1699.986440133919
1000,256,512,128,vllm,2.807156077640271,2515.211845565683,1437.2639117518188
1000,256,512,256,vllm+,2.93305885298572,3003.4522654573775,1501.7261327286888
1000,256,512,256,vllm,2.567664252944805,2629.28819501548,1314.64409750774
1000,64,128,512,vllm+pc,17.120556445009424,12052.871737286634,2191.431224961206
1000,64,128,1024,vllm+pc,11.41937008723155,13885.954026073567,1461.6793711656385
1000,64,128,2048,vllm+pc,7.907001720884911,17711.6838547822,1012.0962202732686
1000,64,128,256,vllm+pc,20.679917014117724,9264.602822324741,2647.0293778070686
1000,64,128,128,vllm+pc,23.42908288863622,7497.306524363591,2998.922609745436
1000,64,128,64,vllm+pc,24.82029975650959,6353.996737666455,3176.9983688332277
1000,128,256,512,vllm+pc,6.620514405840083,5931.980907632715,1694.8516878950613
1000,128,256,1024,vllm+pc,5.05765005844175,7121.1712822859845,1294.758414961088
1000,128,256,2048,vllm+pc,3.2445362202846555,7890.712087732281,830.6012723928718
1000,128,256,256,vllm+pc,6.638832474747743,4248.852783838555,1699.5411135354223
1000,128,256,128,vllm+pc,8.345670229385027,4272.983157445134,2136.491578722567
1000,128,256,64,vllm+pc,8.363498804159995,3746.847464263678,2141.055693864959
1000,256,512,512,vllm+pc,2.543848199387216,3256.125695215637,1302.4502780862547
1000,256,512,1024,vllm+pc,2.0547834262143505,3682.1718997761163,1052.0491142217475
1000,256,512,2048,vllm+pc,1.483018308976443,4176.179558077663,759.3053741959388
1000,256,512,256,vllm+pc,2.8913853992911664,2960.7786488741544,1480.3893244370772
1000,256,512,128,vllm+pc,3.0874132115229616,2766.3222375245737,1580.7555642997563
1000,256,512,64,vllm+pc,3.1159820503511355,2592.4970658921447,1595.3828097797814
