nreqs,ctxlen,outlen,prefixlen,backend,req_per_sec,process_tok_per_sec,generate_tok_per_sec
1000,64,128,512,vllm+,9.456052715277638,6657.0611115554575,1210.3747475555376
1000,64,128,512,vllm,3.3124339591785805,2331.953507261721,423.9915467748583
1000,64,128,1024,vllm+,9.262849966688742,11263.62555949351,1185.644795736159
1000,64,128,1024,vllm,1.816305525002541,2208.62751840309,232.48710720032526
1000,64,128,2048,vllm+,9.535426510055885,21359.355382525184,1220.5345932871533
1000,64,128,2048,vllm,0.9277872038038152,2078.243336520546,118.75676208688834
1000,64,128,64,vllm+,9.951669638577423,2547.6274274758202,1273.8137137379101
1000,64,128,64,vllm,9.147972169664326,2341.8808754340675,1170.9404377170338
1000,64,128,128,vllm+,9.90095889669788,3168.3068469433215,1267.3227387773286
1000,64,128,128,vllm,7.3515296447828415,2352.4894863305094,940.9957945322037
1000,64,128,256,vllm+,9.924497350090904,4446.174812840725,1270.3356608116358
1000,64,128,256,vllm,5.247473257269672,2350.868019256813,671.676576930518
1000,128,256,512,vllm+,3.233651877998688,2897.3520826868244,827.8148807676641
1000,128,256,512,vllm,1.6090192279428783,1441.681228236819,411.90892235337685
1000,128,256,1024,vllm+,3.2331416091081047,4552.263385624211,827.6842519316748
1000,128,256,1024,vllm,0.9741281043171525,1371.5723708785506,249.37679470519103
1000,128,256,2048,vllm+,3.0978997933030623,7534.092297313047,793.062347085584
1000,128,256,2048,vllm,0.5380076202768432,1308.4345325132826,137.72995079087187
1000,128,256,64,vllm+,3.285668923509728,1471.9796777323581,841.1312444184904
1000,128,256,64,vllm,3.5187950456216117,1576.420180438482,900.8115316791326
1000,128,256,128,vllm+,3.352356646801045,1716.406603162135,858.2033015810675
1000,128,256,128,vllm,3.0212187881305783,1546.864019522856,773.432009761428
1000,128,256,256,vllm+,3.2955306421610606,2109.139610983079,843.6558443932315
1000,128,256,256,vllm,2.3467114449355106,1501.895324758727,600.7581299034907
1000,256,512,512,vllm+,0.9438036802602925,1208.0687107331744,483.22748429326975
1000,256,512,512,vllm,0.6539598356378354,837.0685896164294,334.82743584657175
1000,256,512,1024,vllm+,0.9330216348705578,1671.9747696880397,477.7070770537256
1000,256,512,1024,vllm,0.44742327635755713,801.7825112327424,229.08071749506925
1000,256,512,2048,vllm+,0.9163186412408518,2580.353293734239,469.15514431531614
1000,256,512,2048,vllm,0.2643196629195436,744.3241707814349,135.33166741480633
1000,256,512,64,vllm+,0.9493028306834468,789.8199551286277,486.04304930992475
1000,256,512,64,vllm,1.1210089970119426,932.6794855139362,573.9566064701146
1000,256,512,128,vllm+,0.960297150645467,860.4262469783384,491.6721411304791
1000,256,512,128,vllm,1.0282282567074168,921.2925180098455,526.4528674341974
1000,256,512,256,vllm+,0.9438609357903666,966.5135982493354,483.2567991246677
1000,256,512,256,vllm,0.8672767189922342,888.0913602480479,444.04568012402393
1000,64,128,512,vllm+pc,6.840100221111268,4815.430555662332,875.5328283022423
1000,64,128,1024,vllm+pc,5.718134597673306,6953.251670770739,731.9212285021831
1000,64,128,2048,vllm+pc,3.945654220535238,8838.265453998933,505.04374022851044
1000,64,128,256,vllm+pc,7.962092141652055,3567.0172794601203,1019.147794131463
1000,64,128,128,vllm+pc,9.021681452359994,2886.9380647551984,1154.7752259020792
1000,64,128,64,vllm+pc,9.349201445458935,2393.3955700374872,1196.6977850187436
1000,128,256,512,vllm+pc,2.572366466428174,2304.840353919644,658.5258154056125
1000,128,256,1024,vllm+pc,2.177381137405375,3065.7526414667686,557.409571175776
1000,128,256,2048,vllm+pc,1.62323951599762,3947.718502906212,415.54931609539074
1000,128,256,256,vllm+pc,2.9453962810986107,1885.053619903111,754.0214479612443
1000,128,256,128,vllm+pc,3.120568277685502,1597.730958174977,798.8654790874886
1000,128,256,64,vllm+pc,3.208849057502781,1437.564377761246,821.465358720712
1000,256,512,512,vllm+pc,0.801929426012889,1026.4696652964979,410.58786611859915
1000,256,512,1024,vllm+pc,0.7280920177783531,1304.7408958588087,372.7831131025168
1000,256,512,2048,vllm+pc,0.5705133750465409,1606.5656641310593,292.1028480238289
1000,256,512,256,vllm+pc,0.8923956645720659,913.8131605217955,456.9065802608977
1000,256,512,128,vllm+pc,0.9239101757114655,827.8235174374731,473.04200996427033
1000,256,512,64,vllm+pc,0.9246589720962902,769.3162647841135,473.4253937133006
